# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
5

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,Body,0,KWYZGASFZI,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.868852459016402179e-01, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,41,17
# x,y,z,u,w
4.519972146021361548e-02, -1.338171405112739687e-01, -2.868852459016402179e-01, 2.000000000000000111e-01, 2.000000000000000000e+00
5.293408212477426072e-02, -1.221638112902451029e-01, -2.487007697869531575e-01, 2.000000000000000111e-01, 2.250000000000000000e+00
7.003010310757511181e-02, -9.183919087432046435e-02, -2.169879634912682542e-01, 2.000000000000000111e-01, 2.500000000000000000e+00
8.726016995832161505e-02, -4.942279514164867743e-02, -1.959563420128581090e-01, 2.000000000000000111e-01, 2.750000000000000000e+00
9.512857649082792633e-02, -6.629465716421988631e-18, -1.884027595268638888e-01, 2.000000000000000111e-01, 3.000000000000000000e+00
8.726016995832162892e-02, 4.942279514164865661e-02, -1.959563420128581090e-01, 2.000000000000000111e-01, 3.250000000000000000e+00
7.003010310757511181e-02, 9.183919087432046435e-02, -2.169879634912682542e-01, 2.000000000000000111e-01, 3.500000000000000000e+00
5.293408212477427460e-02, 1.221638112902450612e-01, -2.487007697869531575e-01, 2.000000000000000111e-01, 3.750000000000000000e+00
4.519972146021361548e-02, 1.338171405112739687e-01, -2.868852459016402179e-01, 2.000000000000000111e-01, 4.000000000000000000e+00
1.509916767803186899e-01, 2.847054520932026378e-01, -2.868852459016402179e-01, 4.000000000000000222e-01, 0.000000000000000000e+00
1.596795727527064168e-01, 2.599437941472220737e-01, -3.725478516999288225e-01, 4.000000000000000222e-01, 2.500000000000000000e-01
1.790342264542615358e-01, 1.956959798813435458e-01, -4.420774701502567794e-01, 4.000000000000000222e-01, 5.000000000000000000e-01
1.987910177596537431e-01, 1.058971436758774642e-01, -4.868618051418323600e-01, 4.000000000000000222e-01, 7.500000000000000000e-01
2.078810513358784473e-01, -7.660538869913580770e-18, -5.025265430332576111e-01, 4.000000000000000222e-01, 1.000000000000000000e+00
1.987910177596537431e-01, -1.058971436758774920e-01, -4.868618051418325265e-01, 4.000000000000000222e-01, 1.250000000000000000e+00
1.790342264542615358e-01, -1.956959798813435458e-01, -4.420774701502567794e-01, 4.000000000000000222e-01, 1.500000000000000000e+00
1.596795727527064168e-01, -2.599437941472221292e-01, -3.725478516999288225e-01, 4.000000000000000222e-01, 1.750000000000000000e+00
1.509916767803186621e-01, -2.847054520932026378e-01, -2.868852459016402179e-01, 4.000000000000000222e-01, 2.000000000000000000e+00
1.596795727527063891e-01, -2.599437941472221292e-01, -2.012226401033515855e-01, 4.000000000000000222e-01, 2.250000000000000000e+00
1.790342264542615358e-01, -1.956959798813435458e-01, -1.316930216530236841e-01, 4.000000000000000222e-01, 2.500000000000000000e+00
1.987910177596537431e-01, -1.058971436758774920e-01, -8.690868666144799248e-02, 4.000000000000000222e-01, 2.750000000000000000e+00
2.078810513358784751e-01, -6.565720853764083280e-18, -7.124394877002274140e-02, 4.000000000000000222e-01, 3.000000000000000000e+00
1.987910177596537431e-01, 1.058971436758774642e-01, -8.690868666144799248e-02, 4.000000000000000222e-01, 3.250000000000000000e+00
1.790342264542615358e-01, 1.956959798813435181e-01, -1.316930216530236841e-01, 4.000000000000000222e-01, 3.500000000000000000e+00
1.596795727527064168e-01, 2.599437941472220737e-01, -2.012226401033515855e-01, 4.000000000000000222e-01, 3.750000000000000000e+00
1.509916767803186899e-01, 2.847054520932026378e-01, -2.868852459016402179e-01, 4.000000000000000222e-01, 4.000000000000000000e+00
2.870803381534397514e-01, 4.253497464543691819e-01, -2.868852459016402179e-01, 5.999999999999999778e-01, 0.000000000000000000e+00
2.928545891013741853e-01, 3.888504967882742691e-01, -4.192765175856447701e-01, 5.999999999999999778e-01, 2.500000000000000000e-01
3.059198650302832334e-01, 2.936932067847026762e-01, -5.257522685377541416e-01, 5.999999999999999778e-01, 5.000000000000000000e-01
3.195883473649479001e-01, 1.597076574690473316e-01, -5.938806952067660072e-01, 5.999999999999999778e-01, 7.500000000000000000e-01
3.259658047186377861e-01, -4.829470157119431388e-18, -6.175869677455677609e-01, 5.999999999999999778e-01, 1.000000000000000000e+00
3.195883473649479001e-01, -1.597076574690473594e-01, -5.938806952067660072e-01, 5.999999999999999778e-01, 1.250000000000000000e+00
3.059198650302832334e-01, -2.936932067847026762e-01, -5.257522685377541416e-01, 5.999999999999999778e-01, 1.500000000000000000e+00
2.928545891013741853e-01, -3.888504967882742691e-01, -4.192765175856447701e-01, 5.999999999999999778e-01, 1.750000000000000000e+00
2.870803381534397514e-01, -4.253497464543691819e-01, -2.868852459016402179e-01, 5.999999999999999778e-01, 2.000000000000000000e+00
2.928545891013741298e-01, -3.888504967882742691e-01, -1.544939742176356656e-01, 5.999999999999999778e-01, 2.250000000000000000e+00
3.059198650302832334e-01, -2.936932067847026762e-01, -4.801822326552626641e-02, 5.999999999999999778e-01, 2.500000000000000000e+00
3.195883473649479001e-01, -1.597076574690473594e-01, 2.011020340348557145e-02, 5.999999999999999778e-01, 2.750000000000000000e+00
3.259658047186378971e-01, -3.187243132895185923e-18, 4.381647594228731124e-02, 5.999999999999999778e-01, 3.000000000000000000e+00
3.195883473649479001e-01, 1.597076574690473316e-01, 2.011020340348557145e-02, 5.999999999999999778e-01, 3.250000000000000000e+00
3.059198650302832334e-01, 2.936932067847026762e-01, -4.801822326552626641e-02, 5.999999999999999778e-01, 3.500000000000000000e+00
2.928545891013741853e-01, 3.888504967882742691e-01, -1.544939742176356656e-01, 5.999999999999999778e-01, 3.750000000000000000e+00
2.870803381534397514e-01, 4.253497464543691819e-01, -2.868852459016402179e-01, 5.999999999999999778e-01, 4.000000000000000000e+00
4.231701777727014391e-01, 5.284348353033569978e-01, -2.868852459016402179e-01, 8.000000000000000444e-01, 0.000000000000000000e+00
4.250772483883555886e-01, 4.843944674307451015e-01, -4.552126023066751515e-01, 8.000000000000000444e-01, 2.500000000000000000e-01
4.295945138258641105e-01, 3.679537113480312316e-01, -5.907891205958847314e-01, 8.000000000000000444e-01, 5.000000000000000000e-01
4.346479627351554909e-01, 2.011389483875191120e-01, -6.787233032361186247e-01, 8.000000000000000444e-01, 7.500000000000000000e-01
4.370912168225923322e-01, -1.332267629550187491e-18, -7.097742959867511248e-01, 8.000000000000000444e-01, 1.000000000000000000e+00
4.346479627351554909e-01, -2.011389483875191120e-01, -6.787233032361186247e-01, 8.000000000000000444e-01, 1.250000000000000000e+00
4.295945138258641105e-01, -3.679537113480312316e-01, -5.907891205958847314e-01, 8.000000000000000444e-01, 1.500000000000000000e+00
4.250772483883555886e-01, -4.843944674307451015e-01, -4.552126023066751515e-01, 8.000000000000000444e-01, 1.750000000000000000e+00
4.231701777727014391e-01, -5.284348353033569978e-01, -2.868852459016402179e-01, 8.000000000000000444e-01, 2.000000000000000000e+00
4.250772483883554775e-01, -4.843944674307451015e-01, -1.185578894966052149e-01, 8.000000000000000444e-01, 2.250000000000000000e+00
4.295945138258641660e-01, -3.679537113480312316e-01, 1.701862879260433031e-02, 8.000000000000000444e-01, 2.500000000000000000e+00
4.346479627351554909e-01, -2.011389483875191120e-01, 1.049528114328382306e-01, 8.000000000000000444e-01, 2.750000000000000000e+00
4.370912168225923877e-01, 1.274897253158078144e-19, 1.360038041834706057e-01, 8.000000000000000444e-01, 3.000000000000000000e+00
4.346479627351555464e-01, 2.011389483875191120e-01, 1.049528114328382306e-01, 8.000000000000000444e-01, 3.250000000000000000e+00
4.295945138258641660e-01, 3.679537113480312316e-01, 1.701862879260433031e-02, 8.000000000000000444e-01, 3.500000000000000000e+00
4.250772483883555886e-01, 4.843944674307451015e-01, -1.185578894966052149e-01, 8.000000000000000444e-01, 3.750000000000000000e+00
4.231701777727014391e-01, 5.284348353033569978e-01, -2.868852459016402179e-01, 8.000000000000000444e-01, 4.000000000000000000e+00
5.289656678312280036e-01, 5.666455303487490935e-01, -2.868852459016402179e-01, 1.000000000000000000e+00, 0.000000000000000000e+00
5.289656678312280036e-01, 5.220862542919776361e-01, -4.703129884962200524e-01, 1.000000000000000000e+00, 2.500000000000000000e-01
5.289656678312281146e-01, 4.006003333349627549e-01, -6.201702234460286789e-01, 1.000000000000000000e+00, 5.000000000000000000e-01
5.289656678312280036e-01, 2.204756282976536863e-01, -7.212421124807859574e-01, 1.000000000000000000e+00, 7.500000000000000000e-01
5.289656678312280036e-01, 0.000000000000000000e+00, -7.583138173302115259e-01, 1.000000000000000000e+00, 1.000000000000000000e+00
5.289656678312280036e-01, -2.204756282976536863e-01, -7.212421124807859574e-01, 1.000000000000000000e+00, 1.250000000000000000e+00
5.289656678312281146e-01, -4.006003333349627549e-01, -6.201702234460286789e-01, 1.000000000000000000e+00, 1.500000000000000000e+00
5.289656678312281146e-01, -5.220862542919776361e-01, -4.703129884962202190e-01, 1.000000000000000000e+00, 1.750000000000000000e+00
5.289656678312281146e-01, -5.666455303487490935e-01, -2.868852459016402179e-01, 1.000000000000000000e+00, 2.000000000000000000e+00
5.289656678312280036e-01, -5.220862542919776361e-01, -1.034575033070602584e-01, 1.000000000000000000e+00, 2.250000000000000000e+00
5.289656678312280036e-01, -4.006003333349627549e-01, 4.639973164274829864e-02, 1.000000000000000000e+00, 2.500000000000000000e+00
5.289656678312280036e-01, -2.204756282976536863e-01, 1.474716206775054939e-01, 1.000000000000000000e+00, 2.750000000000000000e+00
5.289656678312281146e-01, 0.000000000000000000e+00, 1.845433255269313122e-01, 1.000000000000000000e+00, 3.000000000000000000e+00
5.289656678312280036e-01, 2.204756282976536863e-01, 1.474716206775054939e-01, 1.000000000000000000e+00, 3.250000000000000000e+00
5.289656678312280036e-01, 4.006003333349627549e-01, 4.639973164274829864e-02, 1.000000000000000000e+00, 3.500000000000000000e+00
5.289656678312280036e-01, 5.220862542919776361e-01, -1.034575033070602584e-01, 1.000000000000000000e+00, 3.750000000000000000e+00
5.289656678312281146e-01, 5.666455303487490935e-01, -2.868852459016402179e-01, 1.000000000000000000e+00, 4.000000000000000000e+00
6.361880365920272729e-01, 5.427686094934724981e-01, -2.868852459016402179e-01, 1.199999999999999956e+00, 0.000000000000000000e+00
6.365575531553211430e-01, 5.003847971559149954e-01, -4.644496178860692548e-01, 1.199999999999999956e+00, 2.500000000000000000e-01
6.385556006520787253e-01, 3.843928449585446439e-01, -6.109636455595381932e-01, 1.199999999999999956e+00, 5.000000000000000000e-01
6.425288332446870143e-01, 2.117143013897921922e-01, -7.122727632758061311e-01, 1.199999999999999956e+00, 7.500000000000000000e-01
6.448735349038323683e-01, 2.664535259100374597e-18, -7.502823797734886613e-01, 1.199999999999999956e+00, 1.000000000000000000e+00
6.425288332446870143e-01, -2.117143013897921922e-01, -7.122727632758061311e-01, 1.199999999999999956e+00, 1.250000000000000000e+00
6.385556006520787253e-01, -3.843928449585446439e-01, -6.109636455595381932e-01, 1.199999999999999956e+00, 1.500000000000000000e+00
6.365575531553211430e-01, -5.003847971559149954e-01, -4.644496178860693658e-01, 1.199999999999999956e+00, 1.750000000000000000e+00
6.361880365920271618e-01, -5.427686094934724981e-01, -2.868852459016402179e-01, 1.199999999999999956e+00, 2.000000000000000000e+00
6.365575531553211430e-01, -5.003847971559149954e-01, -1.093208739172111393e-01, 1.199999999999999956e+00, 2.250000000000000000e+00
6.385556006520785033e-01, -3.843928449585446439e-01, 3.719315375625779213e-02, 1.199999999999999956e+00, 2.500000000000000000e+00
6.425288332446870143e-01, -2.117143013897921922e-01, 1.385022714725256954e-01, 1.199999999999999956e+00, 2.750000000000000000e+00
6.448735349038323683e-01, -3.331731488253102101e-18, 1.765118879702084198e-01, 1.199999999999999956e+00, 3.000000000000000000e+00
6.425288332446870143e-01, 2.117143013897921922e-01, 1.385022714725256954e-01, 1.199999999999999956e+00, 3.250000000000000000e+00
6.385556006520786143e-01, 3.843928449585446439e-01, 3.719315375625779213e-02, 1.199999999999999956e+00, 3.500000000000000000e+00
6.365575531553212540e-01, 5.003847971559149954e-01, -1.093208739172111393e-01, 1.199999999999999956e+00, 3.750000000000000000e+00
6.361880365920273839e-01, 5.427686094934724981e-01, -2.868852459016402179e-01, 1.199999999999999956e+00, 4.000000000000000000e+00
7.414998020105024734e-01, 4.918455882200256646e-01, -2.868852459016402179e-01, 1.399999999999999911e+00, 0.000000000000000000e+00
7.425376328990880292e-01, 4.481865180671787963e-01, -4.487619518764981441e-01, 1.399999999999999911e+00, 2.500000000000000000e-01
7.491804692341825778e-01, 3.365598595471066545e-01, -5.798251390086969215e-01, 1.399999999999999911e+00, 5.000000000000000000e-01
7.630893195362875581e-01, 1.828030544379997402e-01, -6.665862899485851534e-01, 1.399999999999999911e+00, 7.500000000000000000e-01
7.713931643918835457e-01, 1.132427485117659444e-17, -6.978634187323924376e-01, 1.399999999999999911e+00, 1.000000000000000000e+00
7.630893195362875581e-01, -1.828030544379997402e-01, -6.665862899485851534e-01, 1.399999999999999911e+00, 1.250000000000000000e+00
7.491804692341825778e-01, -3.365598595471066545e-01, -5.798251390086969215e-01, 1.399999999999999911e+00, 1.500000000000000000e+00
7.425376328990880292e-01, -4.481865180671787963e-01, -4.487619518764982551e-01, 1.399999999999999911e+00, 1.750000000000000000e+00
7.414998020105025844e-01, -4.918455882200256646e-01, -2.868852459016402179e-01, 1.399999999999999911e+00, 2.000000000000000000e+00
7.425376328990880292e-01, -4.481865180671787963e-01, -1.250085399267822084e-01, 1.399999999999999911e+00, 2.250000000000000000e+00
7.491804692341824667e-01, -3.365598595471066545e-01, 6.054647205416457956e-03, 1.399999999999999911e+00, 2.500000000000000000e+00
7.630893195362875581e-01, -1.828030544379997124e-01, 9.281579814530475925e-02, 1.399999999999999911e+00, 2.750000000000000000e+00
7.713931643918836567e-01, -1.784856154421329046e-19, 1.240929269291121406e-01, 1.399999999999999911e+00, 3.000000000000000000e+00
7.630893195362875581e-01, 1.828030544379997402e-01, 9.281579814530475925e-02, 1.399999999999999911e+00, 3.250000000000000000e+00
7.491804692341825778e-01, 3.365598595471066545e-01, 6.054647205416457956e-03, 1.399999999999999911e+00, 3.500000000000000000e+00
7.425376328990880292e-01, 4.481865180671787963e-01, -1.250085399267822084e-01, 1.399999999999999911e+00, 3.750000000000000000e+00
7.414998020105025844e-01, 4.918455882200256646e-01, -2.868852459016402179e-01, 1.399999999999999911e+00, 4.000000000000000000e+00
8.425671768275728724e-01, 4.316118199861390670e-01, -2.868852459016402179e-01, 1.600000000000000089e+00, 0.000000000000000000e+00
8.440885637598031233e-01, 3.872607330105247159e-01, -4.314429837383046418e-01, 1.600000000000000089e+00, 2.500000000000000000e-01
8.543771651848561799e-01, 2.818081058238165459e-01, -5.449990536028931354e-01, 1.600000000000000089e+00, 5.000000000000000000e-01
8.762350169001531519e-01, 1.500046348789759731e-01, -6.145793376745262160e-01, 1.600000000000000089e+00, 7.500000000000000000e-01
8.893256541226275402e-01, 1.865174681370263412e-17, -6.377328193268003709e-01, 1.600000000000000089e+00, 1.000000000000000000e+00
8.762350169001531519e-01, -1.500046348789759731e-01, -6.145793376745262160e-01, 1.600000000000000089e+00, 1.250000000000000000e+00
8.543771651848561799e-01, -2.818081058238165459e-01, -5.449990536028931354e-01, 1.600000000000000089e+00, 1.500000000000000000e+00
8.440885637598032343e-01, -3.872607330105247159e-01, -4.314429837383045863e-01, 1.600000000000000089e+00, 1.750000000000000000e+00
8.425671768275728724e-01, -4.316118199861390670e-01, -2.868852459016402179e-01, 1.600000000000000089e+00, 2.000000000000000000e+00
8.440885637598031233e-01, -3.872607330105247159e-01, -1.423275080649757662e-01, 1.600000000000000089e+00, 2.250000000000000000e+00
8.543771651848561799e-01, -2.818081058238165459e-01, -2.877143820038728650e-02, 1.600000000000000089e+00, 2.500000000000000000e+00
8.762350169001531519e-01, -1.500046348789759731e-01, 4.080884587124579410e-02, 1.600000000000000089e+00, 2.750000000000000000e+00
8.893256541226275402e-01, 4.640626001495392350e-18, 6.396232752352004614e-02, 1.600000000000000089e+00, 3.000000000000000000e+00
8.762350169001531519e-01, 1.500046348789759731e-01, 4.080884587124579410e-02, 1.600000000000000089e+00, 3.250000000000000000e+00
8.543771651848561799e-01, 2.818081058238165459e-01, -2.877143820038728650e-02, 1.600000000000000089e+00, 3.500000000000000000e+00
8.440885637598032343e-01, 3.872607330105247159e-01, -1.423275080649757662e-01, 1.600000000000000089e+00, 3.750000000000000000e+00
8.425671768275728724e-01, 4.316118199861390670e-01, -2.868852459016402179e-01, 1.600000000000000089e+00, 4.000000000000000000e+00
9.370563737841575147e-01, 3.798026582495431236e-01, -2.868852459016402179e-01, 1.800000000000000044e+00, 0.000000000000000000e+00
9.383930024347406640e-01, 3.393767579707085424e-01, -4.206857067422864471e-01, 1.800000000000000044e+00, 2.500000000000000000e-01
9.476825801114150405e-01, 2.448443125118423824e-01, -5.247297391515155507e-01, 1.800000000000000044e+00, 5.000000000000000000e-01
9.675538155304079790e-01, 1.295817901494206725e-01, -5.866485516290323998e-01, 1.800000000000000044e+00, 7.500000000000000000e-01
9.794721019233096904e-01, 1.731947918415244201e-17, -6.065664666765903101e-01, 1.800000000000000044e+00, 1.000000000000000000e+00
9.675538155304079790e-01, -1.295817901494206725e-01, -5.866485516290323998e-01, 1.800000000000000044e+00, 1.250000000000000000e+00
9.476825801114150405e-01, -2.448443125118423547e-01, -5.247297391515155507e-01, 1.800000000000000044e+00, 1.500000000000000000e+00
9.383930024347406640e-01, -3.393767579707085424e-01, -4.206857067422864471e-01, 1.800000000000000044e+00, 1.750000000000000000e+00
9.370563737841575147e-01, -3.798026582495431236e-01, -2.868852459016402179e-01, 1.800000000000000044e+00, 2.000000000000000000e+00
9.383930024347406640e-01, -3.393767579707085424e-01, -1.530847850609939331e-01, 1.800000000000000044e+00, 2.250000000000000000e+00
9.476825801114150405e-01, -2.448443125118423547e-01, -4.904075265176490589e-02, 1.800000000000000044e+00, 2.500000000000000000e+00
9.675538155304079790e-01, -1.295817901494206725e-01, 1.287805982575212019e-02, 1.800000000000000044e+00, 2.750000000000000000e+00
9.794721019233096904e-01, 6.306491745621940704e-18, 3.279597487331004091e-02, 1.800000000000000044e+00, 3.000000000000000000e+00
9.675538155304079790e-01, 1.295817901494206725e-01, 1.287805982575212019e-02, 1.800000000000000044e+00, 3.250000000000000000e+00
9.476825801114150405e-01, 2.448443125118423824e-01, -4.904075265176490589e-02, 1.800000000000000044e+00, 3.500000000000000000e+00
9.383930024347406640e-01, 3.393767579707085424e-01, -1.530847850609939331e-01, 1.800000000000000044e+00, 3.750000000000000000e+00
9.370563737841575147e-01, 3.798026582495431236e-01, -2.868852459016402179e-01, 1.800000000000000044e+00, 4.000000000000000000e+00
1.022633605621175334e+00, 3.541534564679682529e-01, -2.868852459016402179e-01, 2.000000000000000000e+00, 0.000000000000000000e+00
1.022633605621175334e+00, 3.263039089324860642e-01, -4.246831141592414260e-01, 2.000000000000000000e+00, 2.500000000000000000e-01
1.022633605621175334e+00, 2.503752083343517287e-01, -5.372615454639524391e-01, 2.000000000000000000e+00, 5.000000000000000000e-01
1.022633605621175334e+00, 1.377972676860335366e-01, -6.131905769875072298e-01, 2.000000000000000000e+00, 7.500000000000000000e-01
1.022633605621175112e+00, 0.000000000000000000e+00, -6.410402459016402155e-01, 2.000000000000000000e+00, 1.000000000000000000e+00
1.022633605621175334e+00, -1.377972676860335366e-01, -6.131905769875072298e-01, 2.000000000000000000e+00, 1.250000000000000000e+00
1.022633605621175112e+00, -2.503752083343517287e-01, -5.372615454639524391e-01, 2.000000000000000000e+00, 1.500000000000000000e+00
1.022633605621175334e+00, -3.263039089324860642e-01, -4.246831141592414260e-01, 2.000000000000000000e+00, 1.750000000000000000e+00
1.022633605621175334e+00, -3.541534564679682529e-01, -2.868852459016402179e-01, 2.000000000000000000e+00, 2.000000000000000000e+00
1.022633605621175334e+00, -3.263039089324860642e-01, -1.490873776440390097e-01, 2.000000000000000000e+00, 2.250000000000000000e+00
1.022633605621175112e+00, -2.503752083343516177e-01, -3.650894633932799671e-02, 2.000000000000000000e+00, 2.500000000000000000e+00
1.022633605621175334e+00, -1.377972676860335088e-01, 3.942008518422687041e-02, 2.000000000000000000e+00, 2.750000000000000000e+00
1.022633605621175112e+00, 0.000000000000000000e+00, 6.726975409835977970e-02, 2.000000000000000000e+00, 3.000000000000000000e+00
1.022633605621175334e+00, 1.377972676860335366e-01, 3.942008518422687041e-02, 2.000000000000000000e+00, 3.250000000000000000e+00
1.022633605621175112e+00, 2.503752083343516732e-01, -3.650894633932799671e-02, 2.000000000000000000e+00, 3.500000000000000000e+00
1.022633605621175334e+00, 3.263039089324860642e-01, -1.490873776440390097e-01, 2.000000000000000000e+00, 3.750000000000000000e+00
1.022633605621175112e+00, 3.541534564679682529e-01, -2.868852459016402179e-01, 2.000000000000000000e+00, 4.000000000000000000e+00
1.178858673715252880e+00, 3.701882517316896215e-01, -2.868852459016402179e-01, 2.200000000000000178e+00, 0.000000000000000000e+00
1.175161339716034758e+00, 3.532767242157675014e-01, -4.430436445891713371e-01, 2.200000000000000178e+00, 2.500000000000000000e-01
1.160732178100496892e+00, 2.890256423399437669e-01, -5.759118649801318046e-01, 2.200000000000000178e+00, 5.000000000000000000e-01
1.135811305122860659e+00, 1.649845296696018093e-01, -6.735084353345106578e-01, 2.200000000000000178e+00, 7.500000000000000000e-01
1.121622259761544615e+00, -8.437694987151194120e-18, -7.119963723769127117e-01, 2.200000000000000178e+00, 1.000000000000000000e+00
1.135811305122860659e+00, -1.649845296696018093e-01, -6.735084353345106578e-01, 2.200000000000000178e+00, 1.250000000000000000e+00
1.160732178100496448e+00, -2.890256423399437669e-01, -5.759118649801318046e-01, 2.200000000000000178e+00, 1.500000000000000000e+00
1.175161339716034758e+00, -3.532767242157675014e-01, -4.430436445891713371e-01, 2.200000000000000178e+00, 1.750000000000000000e+00
1.178858673715252880e+00, -3.701882517316897325e-01, -2.868852459016402179e-01, 2.200000000000000178e+00, 2.000000000000000000e+00
1.175161339716034758e+00, -3.532767242157675014e-01, -1.307268472141090709e-01, 2.200000000000000178e+00, 2.250000000000000000e+00
1.160732178100496448e+00, -2.890256423399437113e-01, 2.141373176851396609e-03, 2.200000000000000178e+00, 2.500000000000000000e+00
1.135811305122860659e+00, -1.649845296696018371e-01, 9.973794353123019429e-02, 2.200000000000000178e+00, 2.750000000000000000e+00
1.121622259761544615e+00, 9.519232823580304099e-19, 1.382258805736322760e-01, 2.200000000000000178e+00, 3.000000000000000000e+00
1.135811305122860659e+00, 1.649845296696018648e-01, 9.973794353123019429e-02, 2.200000000000000178e+00, 3.250000000000000000e+00
1.160732178100496448e+00, 2.890256423399437669e-01, 2.141373176851396609e-03, 2.200000000000000178e+00, 3.500000000000000000e+00
1.175161339716034758e+00, 3.532767242157675014e-01, -1.307268472141090709e-01, 2.200000000000000178e+00, 3.750000000000000000e+00
1.178858673715252658e+00, 3.701882517316896215e-01, -2.868852459016402179e-01, 2.200000000000000178e+00, 4.000000000000000000e+00
1.400056944275768878e+00, 4.176820042544228673e-01, -2.868852459016402179e-01, 2.399999999999999911e+00, 0.000000000000000000e+00
